Company_name,layoff_size,dates,Ticker
MEDNAX HEALTH SOLUTIONS PARTNER,459.0,"['2019-08-27', '2020-06-04']",
MEDOVA HEALTHCARE,72.0,"['2021-05-27', '2024-08-05']",
"MEDPLAST WEST BERLIN, INC.",67.0,['2018-04-01'],MU
MEDPLAST/VIANT,140.0,['2018-09-14'],
MEDPOINT MANAGEMENT,65.0,['2012-11-30'],
MEDSAF,30.0,['2023-07-07'],
MEDSTAR GOOD SAMARITAN,51.0,['2018-08-31'],
MEDSTAR HARBOR HOSPITAL,55.0,['2018-08-31'],
MEDSTAR HEALTH,525.0,"['2013-11-27', '2024-01-22']",
MEDTEC AMBULANCE CORP.,381.0,"['2011-01-11', '2017-01-11']",
"MEDTEC, LLC DBA CQ MEDICAL",66.0,['2025-12-10'],0P0001J1F5.F
MEDTRONIC,630.0,"['2011-06-26', '2011-06-28', '2011-07-01', '2011-07-30', '2011-08-29', '2011-10-30', '2017-03-07', '2018-05-01', '2023-04-12', '2024-01-09', '2024-06-13', '2025-10-27']",MDT
MEDTRONIC SPINAL,277.0,"['2010-04-21', '2013-06-06']",
"MEDTRONIC, INC",67.0,['2018-07-01'],MDT
MEDTRUST -BROOKE ARMY MEDICAL CENTER,142.0,['2016-07-29'],
MEDTRUST-WILFORD HALL MEDICAL CENTER,143.0,['2016-07-29'],
MEDUSA GREEK TAVERNA,21.0,['2020-03-23'],
MEDZED LLC,43.0,['2024-09-30'],
MED_TECH AMBULANCE CORPORATION,70.0,['2011-01-06'],
MEERO,450.0,"['2022-05-09', '2022-07-06']",
MEESHO,901.0,"['2020-04-08', '2022-04-11', '2022-08-29', '2023-05-05']",MEESHO.BO
MEETINGS & EVENTS INTERNATIONAL (MEI),138.0,['2024-01-26'],
MEETINGS AND INCENTIVES WORLDWIDE INC,15.0,['2020-04-09'],
"MEGA MART, LLC. (DBA PICK 'N SAVE)",71.0,['2017-09-06'],VMM.BO
"MEGABUS NORTHEAST, LLC",436.0,"['2020-05-01', '2024-06-01', '2024-06-20']",VRT
MEGAPONE LLC,154.0,"['2020-09-11', '2021-04-01']",
"MEGGITT (NORTH HOLLYWOOD), INC.",96.0,['2016-11-08'],MU
MEGGITT (ORANGE COUNTY) INC.,99.0,"['2019-09-20', '2020-05-02']",
"MEGGITT (ORANGE COUNTY), INC. D/B/A MEGGITT SENSING SYSTEMS",28.0,['2020-02-06'],
MEGGITT - OREGON INC,118.0,['2020-04-30'],
MEGGITT AIRCRAFT BRAKING SYSTEMS CORPORATION,49.0,"['2016-03-11', '2018-02-02', '2018-08-14']",
MEGGITT INC.,16.0,['2020-08-03'],
MEGGITT POLYMERS AND COMPOSITES - ERLANGER,164.0,['2020-09-23'],
"MEGGITT SAFETY SYSTEMS, INC.",55.0,['2020-06-05'],MU
MEIJER,187.0,['2013-03-01'],
MEIJER STORE #28,449.0,"['2015-02-25', '2016-03-15']",
MEJURI,86.0,"['2020-04-09', '2022-08-05']",
"MEL S. HARRIS AND ASSOCIATES, LLC",148.0,"['2015-06-02', '2022-06-22']",VRT
MELA HOTEL,59.0,['2020-06-08'],
"MELLANOX TECHNOLOGIES SILICON PHOTONICS, INC.",98.0,['2018-01-09'],MU
MELROSEWAKEFIELD HOSPITAL,81.0,['2023-08-09'],
MELVILLE STEAKHOUSE LLC DBA BLACKSTONE STEAKHOUSE,123.0,['2020-03-25'],
MEMC PASADENA INC.-SUNEDISON,9.0,"['2016-08-03', '2016-11-29']",
MEMORIAL CARE LONG BEACH MEDICAL CENTER AND MILLER CHILDREN'S AND WOMEN'S HOSPITAL,256.0,"['2023-07-20', '2024-02-01', '2025-05-02', '2025-05-30', '2025-06-16']",
MEMORIAL HERMAN HEALTH SYSTEM SKILLED NURSING FACILITY,109.0,"['2025-07-02', '2025-10-01']",
MEMORIALCARE MEDICAL FOUNDATION DBA MCMF,23.0,['2020-08-25'],
MEMPHIS CITY SCHOOLS,1694.0,"['2012-05-15', '2013-03-08', '2013-05-09', '2013-06-17', '2013-06-26']",
MEMPHIS REDBIRDS,18.0,['2020-03-31'],
MEN'S WEARHOUSE,80.0,['2010-09-13'],
"MENASHA PACKAGING COMPANY, LLC",62.0,"['2018-01-17', '2018-01-24', '2022-01-01', '2022-04-14']",VRT
MENLO PARK SURGICAL HOSP/PALO ALTO MED FOUNDATION,95.0,"['2013-09-03', '2020-05-15']",
MENLO WORLDWIDE LOGISTICS,94.0,"['2011-11-30', '2012-05-17']",
MENNELLAS SUPER CHICKEN LLC,5.0,['2019-07-01'],
MENORAH HOME & HOSPITAL FOR THE AGED/ADULT DAY HEALTH CENTER,47.0,['2015-07-27'],
MENSA BRANDS,30.0,['2023-05-30'],
MENTAL HEALTH ASSOCIATION OF SAN FRANCISCO,198.0,['2025-07-16'],
MENTOR OREGON,177.0,['2021-07-07'],
MENTOR WORLDWIDE LLC,158.0,"['2015-09-10', '2020-04-17']",
"MENU SOLUTIONS, INC.",60.0,['2018-02-23'],MU
MENZIES AVIATION,3990.0,"['2012-07-24', '2013-03-17', '2014-04-01', '2014-09-03', '2014-09-16', '2015-02-10', '2015-10-02', '2016-09-06', '2017-03-03', '2017-08-15', '2018-05-11', '2018-05-29', '2018-08-28', '2018-09-14', '2018-09-27', '2019-09-17', '2020-09-10', '2021-04-29', '2023-03-07', '2024-07-17', '2024-08-23', '2024-08-27', '2025-06-02']",
MENZIES AVIATION - MSY,73.0,['2020-09-25'],
MENZIES AVIATION AT BOSTON,242.0,['2020-08-28'],
MENZIES AVIATION FT. LAUDERDALE-HOLLYWOOD INT'L. AIRPORT,198.0,"['2015-03-10', '2019-01-11']",
"MEOPTA U.S.A, INC.",42.0,['2017-01-05'],MU
MEOW WOLF,209.0,"['2020-04-10', '2023-12-04']",
"MEPCO, LLC",385.0,"['2018-01-01', '2020-04-21']",VRT
MERAGE JEWISH COMMUNITY CENTER OF ORANGE COUNTY,110.0,['2020-04-11'],
MERCADOLIBRE,116.0,['2026-01-12'],MELI
MERCED TRANSPORTATION COMPANY,107.0,['2015-06-29'],
MERCEDES BENZ OF BEVERLY HILLS,95.0,['2020-04-25'],
MERCEDES-BENZ,115.0,['2018-04-01'],MBG.DE
MERCEDES-BENZ FINANCIAL SERVICES USA LLC,265.0,['2025-12-23'],
MERCEDES-BENZ OF ROCKVILLE CENTER,40.0,['2020-03-25'],
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",72.0,['2026-05-08'],MU
"MERCEDES-BENZ USA, LLC",259.0,['2015-04-01'],VRT
MERCER (US) INC.,71.0,['2016-04-12'],
MERCER 1 LLC DBA THE MERCER HOTEL,33.0,['2020-03-19'],
MERCER FORGE CORPORATION,187.0,"['2012-12-31', '2020-08-01']",
MERCER KITCHEN LLC D/B/A MERCER KITCHEN,170.0,['2020-03-23'],
"MERCHANT CASH AND CAPITAL, LLC (AND ITS BIZFI SUBSIDIARY)",117.0,"['2017-05-15', '2017-06-12']",
"MERCHANTS METALS, LLC",136.0,['2020-01-20'],VRT
"MERCI MERCI ME, LLC",101.0,['2020-05-11'],VRT
MERCIER'S,75.0,['2012-11-27'],
"MERCK & CO INC., VARICELLA BULK MANUFACTURING FACILITY",150.0,['2019-07-25'],MRK
"MERCK & CO, INC",2722.0,"['2009-12-01', '2010-07-01', '2010-11-01', '2013-10-01', '2014-07-01', '2016-08-01', '2016-09-15', '2017-12-05', '2019-10-01', '2024-01-01', '2025-03-01']",MRK
MERCK & CO.,58.0,['2025-08-01'],MRK
"MERCK & CO., INC. (""MERCK""); MERCK SHARP & DOHME CORP.; ACCELERON PHARMA INC. (""ACCELERON"")",170.0,['2022-03-16'],MRK
"MERCK & CO., INC. (SIERRA THERAPEUTICS, INC.)",67.0,['2011-10-31'],MRK
"MERCK (MERCK, SHARP AND DOHME CORPORATION)",50.0,['2014-09-01'],
MERCK - BRANCHBURG,172.0,['2015-01-01'],
MERCK SHARP & DOHME CORP,134.0,"['2014-01-01', '2017-10-01', '2019-01-22']",
MERCURY AIR CARGO,410.0,"['2012-10-15', '2020-04-15', '2020-08-31']",
"MERCURY FUEL SERVICE, INC.",112.0,['2021-07-01'],MU
MERCURY INSURANCE GROUP,125.0,"['2013-02-04', '2013-02-22']",
MERCURY MARINE,56.0,['2011-01-18'],
MERCURY NEWS,118.0,['2013-05-13'],
MERCURY PRODUCTS,107.0,['2020-03-26'],
"MERCURY SYSTEMS, INC.",100.0,"['2020-06-25', '2026-01-30']",MRCY
MERCY - IOWA CITY,120.0,['2017-09-19'],
MERCY AMBULANCE SERVICES INC,286.0,"['2019-03-11', '2023-06-01']",
MERCY FIRST,20.0,['2010-05-27'],
"MERCY HEALTH KANSAS COMMUNITIES, INC., D/B/A MERCY",327.0,['2018-10-26'],MU
MERCY HIGH SCHOOL,49.0,['2020-06-01'],
MERCY HOSPITAL - SPRINGFIELD,696.0,['2020-05-22'],
MERCY HOSPITAL - ST. LOUIS,717.0,"['2020-05-22', '2020-12-03']",
MERCY OF NORTHERN NEW YORK,240.0,['2012-11-06'],
MERCY ST. JOHN'S CENTER,250.0,['2012-02-27'],
MERCYONE,431.0,"['2020-04-28', '2026-01-23']",
MERCYONE NORTH IOWA MEDICAL CENTER,720.0,"['2009-12-28', '2018-03-08', '2026-01-26']",
"MERGE LEFT,INC.",77.0,['2011-10-01'],MU
MERIDIAN LIGHTWEIGHT TECHNOLOGIES INC.,25.0,['2023-10-04'],
MERIDIAN SPORTS CLUBS CALIFORNIA,134.0,"['2014-02-07', '2016-03-24', '2017-08-04']",
"MERILIZ, INC. DBA DOME PRINTING",34.0,['2022-03-07'],
MERIT GEAR,80.0,['2019-05-20'],
MERIT HEALTH,160.0,"['2014-06-23', '2016-04-27']",
MERIT HEALTH NATCHEZ,8.0,['2015-10-27'],
"MERIT LOGISTICS, LLC",403.0,"['2012-11-01', '2021-09-15', '2024-01-10', '2024-09-25', '2026-03-13']",VRT
MERITEX LLC DBA PARK HOTELS AND RESORTS,214.0,"['2020-07-01', '2022-07-21']",
MERITEX PORTLAND CENTRAL LAUNDRY,50.0,['2020-03-31'],
"MERITOR, INC.",134.0,"['2020-04-21', '2021-06-30']",MU
MERKLE GROUP INC.,82.0,['2018-11-01'],
MERLE'S FOOD & DRINK,13.0,['2019-07-27'],
MERLIN MAGIC SHOP,31.0,['2025-04-01'],
"MERMAID 88, LLC DBA THE MERMAID INN, UPPER WEST SIDE",72.0,['2020-03-16'],
"MERMAID CHELSEA, LLC DBA THE MERMAID INN",41.0,['2020-03-16'],
MERRILL CORP,13.0,['2019-01-01'],
MERRILL FARMS LLC,180.0,['2017-09-06'],
MERRITT HOSPITALITY (EMBASSY SUITES PHILADELPHIA),46.0,['2020-05-01'],
MERRITT HOSPITALITY LLC-THE WESTIN PASADENA HOTEL,228.0,"['2020-04-08', '2020-08-21']",
"MERRITT HOSPITALITY, LLC",539.0,"['2020-05-01', '2020-05-20', '2020-05-26', '2020-05-27', '2020-06-04']",VRT
"MERRITT HOSPITALITY, LLC (AT THE COURTYARD MANHATTAN-MIDTOWN EAST",65.0,['2020-05-21'],
"MERRITT HOSPITALITY, LLC (AT THE HILTON GARDEN INN CHELSEA",243.0,"['2013-04-09', '2020-05-22', '2020-05-27', '2020-09-24']",
"MERRITT HOSPITALITY, LLC (EMBASSY SUITES BOSTON/WALTHAM)",10.0,['2020-06-17'],
"MERRITT HOSPITALITY, LLC (LE MERIDIEN BOSTON CAMBRIDGE)",16.0,['2020-05-29'],
"MERRITT HOSPITALITY, LLC (LIBERTY HOTEL)",51.0,['2020-05-29'],
"MERRITT HOSPITALITY, LLC - HILTON KC AIRPORT",86.0,['2020-05-26'],
"MERRITT HOSPITALITY, LLC - HYATT PLACE BOSTON/BRAINTREE",105.0,['2019-11-14'],
"MERRITT HOSPITALITY, LLC DBA MONTEREY TIDES",107.0,['2020-03-24'],
"MERRITT ISLAND BOAT WORKS, INC.",103.0,['2020-07-24'],MU
MERSING GROUP LIMITED (BOSTON HOTEL BUCKMINSTER AND FENMORE GRILL),47.0,['2020-04-05'],
MESA AIRLINES,1865.0,"['2011-10-05', '2014-10-17', '2020-07-01', '2020-07-29', '2020-08-03', '2020-08-27', '2025-08-29']",
"MESA BEVERAGE CO., INC.",137.0,['2015-08-25'],MU
MESA RIM CLIMBING & FITNESS CENTER,67.0,['2020-04-21'],
MESA VERDE COUNTRY CLUB,74.0,['2020-04-13'],
"MESABA AIRLINES, INC.",112.0,['2011-09-26'],MU
MESSAGEBIRD,210.0,"['2022-11-29', '2024-03-05', '2025-02-10']",
MESSMER CATHOLIC SCHOOLS,73.0,['2024-04-24'],
META COMPANY,270.0,"['2018-09-07', '2023-09-01']",TMC
"META PLATFORMS, INC",7699.0,"['2020-07-06', '2022-11-11', '2022-11-16', '2022-12-02', '2023-05-04', '2023-05-08', '2023-06-21', '2023-06-23', '2023-06-26', '2025-10-23', '2026-01-19', '2026-01-21', '2026-02-03', '2026-03-31', '2026-04-01']",META
"META PLATFORMS, INC, (ALTERRA PKWY.)",7.0,['2022-11-16'],META
"META PLATFORMS, INC. (MCALLEN PASS)",11.0,['2022-11-16'],META
"META PLATFORMS, INC. (WEST 3RD)",154.0,['2022-11-16'],META
"META PLATFORMS, INC. - 1 HACKER",6.0,['2026-02-03'],META
"META PLATFORMS, INC. - 180 JEFFERSON",5.0,['2026-02-03'],META
"META PLATFORMS, INC. - 305 CONSTITUTION",39.0,['2026-02-03'],META
"META PLATFORMS, INC.(W,6TH)",50.0,['2022-11-16'],META
METABANK,74.0,['2019-11-20'],
METABANK - HIGHLAND PARK BRANCH,14.0,['2019-11-20'],
METABANK - INGERSOLL BRANCH,14.0,['2019-11-20'],
METABANK - STORM LAKE BRANCH,14.0,['2019-11-20'],
METABANK - STORM LAKE PLAZA,14.0,['2019-11-20'],
METABANK - URBANDALE BRANCH,14.0,['2019-11-20'],
METACOASTAL,24.0,"['2020-03-20', '2020-03-31']",
"METACOASTAL, LLC",97.0,"['2020-03-31', '2025-04-08']",VRT
METAL TECHNOLOGIES-NORTHERN FOUNDRY 2019,12.0,['2019-07-01'],
METAL-MATIC INC,251.0,"['2020-03-25', '2020-04-06', '2023-02-10']",
METALDYNE BSM LLC - AAM FREMONT MANUFACTURING FACILITY,124.0,['2020-10-23'],
METALS USA CARBON FLAT ROLLED INC,10.0,['2020-04-27'],
METALTEK INTERNATIONAL _ SANDUSKY DIVISION,16.0,['2015-09-29'],
METARIS CORP.,72.0,"['2011-02-01', '2015-06-09', '2020-05-02']",
METCO LANDSCAPING (ARVADA),104.0,['2022-08-01'],
METCO LANDSCAPING (AURORA HQ),165.0,['2022-08-01'],
METCO LANDSCAPING (COLO SPRINGS),36.0,['2022-08-01'],
METEORCOMM LLC,49.0,['2025-11-18'],
METHODIST HOSPITAL HOSPICE,345.0,"['2018-03-16', '2019-09-24', '2020-10-20']",
METIGY,75.0,['2022-07-31'],
"METIS TPS, LLC",500.0,['2020-02-12'],VRT
METLIFE,2256.0,"['2012-01-27', '2012-02-02', '2012-02-03', '2012-03-30', '2012-03-31', '2012-05-01', '2013-12-31', '2015-09-01', '2016-06-30', '2016-08-31', '2016-09-28', '2017-10-31', '2019-07-30', '2019-07-31', '2019-08-08', '2019-08-20', '2019-10-31']",MET
METLIFE - HOME MORTGAGE OPERATION,159.0,['2012-05-07'],
METLIFE - IRVING2,600.0,['2012-01-27'],
METLIFE BANK-BENT BRANCH,116.0,['2013-05-07'],
METOKOTE,218.0,['2010-10-06'],
METOKOTE CORPORATION,185.0,"['2018-03-07', '2025-04-01']",
METRO AFRICA XPRE...,150.0,['2025-02-13'],
"METRO ATHLETIC MEDICINE AND FITNESS, P.C.",54.0,['2018-06-14'],PCSGH.BK
METRO CHRYSLER PLYMOUTH INC. DBA STAR CHRYSLER DODGE JEEP RAM SRT FIAT,55.0,"['2014-04-30', '2020-04-03']",
METRO COMMERCIAL LAUNDRY,169.0,['2025-07-28'],
METRO DECOR LLC,80.0,['2024-02-13'],
METRO LOGISTICS,166.0,"['2014-04-10', '2018-11-16', '2020-06-06']",
"METRO MOBILITY MANAGEMENT GROUP, LLC",286.0,['2014-12-04'],VRT
METROCLEAN EXPRESS CORP.,567.0,"['2011-06-15', '2011-08-18', '2019-02-27']",
METROFUSER,15.0,['2020-03-01'],
METROLUX 14 THEATERS/METROLUX DINE-IN/METRO ROCKY MOUNTAIN CINEMAS,120.0,['2020-03-20'],
METROMILE,160.0,"['2020-04-06', '2022-07-28']",
METROPLITAN OAKLAND INTERNATIONAL AIRPORT,8.0,['2020-11-23'],
METROPOLITAN ANIMAL SPECIALTY HOSPITAL - 1120,194.0,['2025-04-24'],
METROPOLITAN DELIVERY CORPORATION (MDC),113.0,['2023-01-06'],
METROPOLITAN HOSPITAL OF MIAMI,243.0,['2014-05-02'],
METROPOLITAN SUBURBAN BUS AUTHORITY (MTA LI BUS),981.0,['2011-11-01'],
METROPOLITAN YMCA,206.0,"['2021-09-28', '2024-08-01']",
"METROWEST PACKAGE, INC.",201.0,['2021-01-19'],MU
METSO MINERALS,294.0,"['2011-09-15', '2015-12-01', '2016-02-01', '2017-02-01', '2024-07-01', '2024-12-01']",
"METSO MINERALS INDUSTRIES, INC./STEPHENS-ADAMSON",70.0,['2016-05-20'],
"METTIKI COAL (WV), LLC",291.0,"['2026-01-29', '2026-04-01']",VRT
"METTLER-TOLEDO AUTOCHEM, INC.",21.0,['2014-01-24'],MU
"METTLER-TOLEDO RAININ, LLC",89.0,['2025-11-17'],VRT
"METTLER-TOLEDO, LLC HI-SPEED DIVISION",69.0,['2017-11-22'],MTD
METZ PERSONNEL / NOR-AM,200.0,['2012-05-30'],
"MEUNDIES, INC.",101.0,['2020-06-26'],MU
MEXAMENT LLC DBA MEXAMENT,13.0,['2020-03-17'],
MEXCHESTER LLC DBA BLOCKHEADS BURRITOS,27.0,['2020-03-17'],
MEXI-GRILL LLC,183.0,['2020-05-18'],
"MEXI-GRILL, LLC DBA JAVIER'S NEWPORT BEACH",239.0,['2023-11-16'],CMG
"MEXICALI, INC.",55.0,['2018-10-29'],MU
MEXICAN ACCENT LLC,155.0,['2016-02-19'],
MEYER BURGER AMERICAS,72.0,['2025-05-22'],
MEYER SOUND,233.0,['2020-04-01'],
MF GLOBAL HOLDINGS USA,412.0,"['2011-11-28', '2014-10-07']",
MF GLOBAL INC. - PIONEER BUSINESS GROUP,25.0,['2011-04-06'],
MFINE,600.0,['2022-05-21'],
MFPJJRT ENTERPRISES INC. DBA ANTHONY'S PIER 9,100.0,['2020-03-23'],
MFS INC. SERVICES,440.0,"['2014-12-22', '2024-03-27']",
"MG HOSPITALITY GROUP, INC.",120.0,['2020-04-07'],MU
"MG HOSPITALITY MET II, INC. AND MG DB MET II, INC.",277.0,['2020-04-07'],MU
MG JV LLC DBA MAJORDOMO,86.0,"['2020-04-01', '2020-04-06']",
"MGB ECHO PARK LLC, DBA MONTYS GOOD BURGER",59.0,"['2020-04-27', '2020-04-28']",
MGH GOURMET,150.0,['2020-09-10'],
"MGM GRAND HOTEL, LLC",133.0,"['2020-05-05', '2020-05-11']",VRT
MGM NATIONAL HARBOR,518.0,['2021-01-06'],
MGM RESORTS INT. DESIGN,40.0,['2020-05-05'],
MGM RESORTS INTERNATIONAL,231.0,"['2020-05-05', '2020-05-11']",MGM
"MGM RESORTS INTERNATIONAL MARKETING, INC.",23.0,['2020-05-05'],MU
MGM SPRINGFIELD,204.0,['2020-05-05'],
"MGS MFG. GROUP, INC.",65.0,['2020-01-13'],MU
"MGS MFG. GROUP, INC.- BUFFALO DIVISION",62.0,['2016-11-16'],
MH EMPLOYMENT SERVICES,81.0,['2020-06-12'],
MH EMPLOYMENT SERVICES LLC SHELBORNE SOUTH BEACH HOTEL,88.0,['2022-01-10'],
MH LODGING LLC AND KHRG WABASH LLC DBA KIMPTON HOTEL MONACO CHICAGO,109.0,['2020-07-13'],
"MH SUB I, LLC DBA INTERNET BRANDS",8.0,['2020-06-08'],
"MHN GOVERNMENT SERVICES, INC. (SUBSIDIARY OF HEALTH NET, INC)",41.0,"['2010-08-03', '2010-10-12', '2010-12-03']",MU
MHN SERVICES,27.0,['2013-05-29'],
"MHN SERVICES (SUBSIDIARY OF HEALTH NET, INC)",10.0,['2010-08-03'],MU
MHP PHARMACY -DBA- FREEDOM PHARMACY AMENDED NOTICE,110.0,['2010-06-02'],
MHS CONVEYOR CORP,102.0,['2024-04-29'],
MHS GLOBAL INC.,75.0,['2023-04-10'],
MI PUEBLO FOOD CENTER,85.0,['2012-07-09'],
"MI PUEBLO, LLC",115.0,"['2016-05-23', '2017-03-22']",VRT
"MI WINDOWS AND DOORS, INC.",169.0,"['2010-10-29', '2012-06-01']",MU
MIAMI AIRPORT MARRIOTT,279.0,"['2020-06-02', '2020-06-09']",
MIAMI HERALD,142.0,"['2020-01-22', '2020-07-23']",
MIAMI INTERNATIONAL AIRPORT HOTEL MIAMI INTERNATIONAL AIRPORT,81.0,['2020-10-01'],
MIAMI MARRIOTT BISCAYNE BAY,239.0,['2020-06-02'],
"MIAMI MEZZE LLC, DBA ABA RESTAURANT",60.0,['2025-02-24'],
MIAMI UNIVERSITY,39.0,['2020-02-13'],
MIASOLE HI-TECH CORP.,79.0,['2015-09-04'],
MIC NETWORK INC.,113.0,['2018-11-29'],
"MICHAEL CADILLAC, INC. DBA MICHAEL CHEVROLET, MICHAEL TOYOTA, MICHAEL VOLKSWAGEN",278.0,['2020-07-13'],
MICHAEL FOODS,73.0,"['2023-04-04', '2024-01-15']",
MICHAEL MALOTZ SKILLED NURSING FACILITY (MICHAEL MALOTZ),226.0,['2015-03-31'],
"MICHAEL NICHOLAS DESIGNS, LLC",394.0,"['2020-03-23', '2025-01-10']",VRT
"MICHAEL WALTRIP RACING MANAGEMENT COMPANY, LLC",217.0,['2015-09-01'],VRT
MICHAEL'S COLLEGE OF HAIR DESIGN,8.0,['2024-01-24'],
MICHAEL'S COOKIES,58.0,['2025-04-22'],
"MICHAELS STORES PROCUREMENT COMPANY, INC.",522.0,"['2020-02-01', '2022-04-27']",MU
"MICHAUD RESIDENTIAL HEALTH CARE FACILITY, INC.",113.0,['2017-07-03'],MU
MICHELIN,75.0,['2010-07-21'],ML.PA
MICHELIN COVID19,335.0,['2020-06-09'],
MICHIGAN MAPLE BLOCK COMPANY,56.0,['2020-04-27'],
MICHIGAN PUBLIC HEALTH,67.0,['2022-05-13'],
"MICHIGAN SPRING & STAMPING OF MUSKEGON, LLC",116.0,['2025-01-13'],VRT
MICKEY'S LINEN,33.0,['2020-03-19'],
MICKEYS LINEN AND TOWEL SUPPLY INC,48.0,['2020-03-23'],
MICO,100.0,['2018-06-01'],8210.TW
MICOLAS MILLS (JOHNSTON TEXTILES-2),135.0,['2010-11-22'],
"MICRO MATIC USA, INC.",104.0,['2020-04-30'],MU
MICRO PRINT & BLUEPRINT,5.0,['2012-05-16'],
MICROCHIP,631.0,"['2025-03-03', '2025-03-04', '2025-10-29']",MCHP
MICROFABRICA INC.,91.0,['2023-02-27'],
MICROMEDIA IMAGING SYSTEMS INC.,50.0,['2010-07-20'],
MICRON,7500.0,"['2023-01-01', '2023-02-17', '2025-08-12']",MU
"MICROPLASTICS, INC.",86.0,['2025-12-19'],MU
MICROSEMI,57.0,['2015-11-06'],
MICROSEMI RFIS DIVISION,78.0,['2012-07-16'],
MICROSOFT,10733.0,"['2014-07-17', '2014-09-18', '2014-10-30', '2022-07-12', '2022-10-17', '2023-01-18', '2023-02-08', '2023-02-09', '2023-02-13', '2023-03-06', '2023-03-20', '2023-03-27', '2023-04-03', '2023-05-09', '2023-05-10', '2023-06-05', '2023-07-07', '2023-07-10', '2023-07-18', '2023-08-10', '2024-01-25', '2024-06-03', '2024-07-03', '2024-09-12', '2025-01-07', '2025-01-14', '2025-05-13', '2025-06-02', '2025-06-24', '2025-07-02', '2025-08-04', '2025-09-08']",MSFT
MICROSOFT - 1045,92.0,"['2025-05-14', '2025-06-02']",
MICROSOFT - WILSONVILLE FACILITY,195.0,"['2017-07-10', '2017-11-06']",
MICROSOFT AND NOKIA INC,553.0,"['2014-07-17', '2014-10-31', '2014-11-04', '2014-11-06']",
"MICROTECH SOUTHWEST, INC./WESTFALL TECHNIK, INC.",60.0,['2023-02-23'],MU
MICROVISION,49.0,['2026-03-03'],MVIS
MID CONTINENT TRUCKING CO,52.0,['2022-12-02'],
"MID HUDSON MEDICAL GROUP, P. C.",746.0,['2014-10-03'],PHPCNY=X
"MID ROCKLAND IMAGING PARTNERS, INC.",1589.0,"['2020-03-24', '2020-04-03', '2020-04-10', '2020-05-05']",MU
"MID ROCKLAND IMAGING PARTNERS, INC. (LONG ISLAND)",16.0,['2020-04-10'],
"MID-KANSAS INVESTMENT, INC",55.0,['2020-03-23'],MU
MID-PLAINS POWER,28.0,['2015-10-16'],
"MID-SOUTH TRANSPORTATION MANAGEMENT, INC.",18.0,['2024-08-20'],MU
MID-STATES DISTRIBUTING 2019,10.0,['2019-03-01'],
MID-TOWN HEALTH,349.0,['2018-11-02'],
"MIDDLE EAST BAKERY, INC.",47.0,['2020-04-06'],MU
MIDDLESEX AVENUE HAULAGE LLC,45.0,['2015-05-01'],
"MIDDLESEX AVENUE LOGISTICS, LLC",364.0,['2015-05-01'],VRT
"MIDDLETOWN ASSOCIATES, L.L.C./HELMSLEY MIDDLETOWN HOTEL",79.0,['2010-02-03'],
"MIDDLETOWN COMMUNITY HEALTH CARE, INC. (BENTON AVE)",111.0,"['2017-11-27', '2017-12-01']",
"MIDLAND CREDIT MANAGEMENT, INC.",40.0,['2015-02-27'],MU
MIDMICHIGAN HEALTH - GLADWIN PINES,85.0,['2016-02-26'],
MIDMICHIGAN HEALTH - STRATFORD VILLAGE,143.0,['2016-02-26'],
MIDSOUTH BANK,90.0,['2019-08-02'],
MIDSUMMER THEATRICALS LLC DBA STAGE 42,85.0,['2020-07-03'],
MIDTOWN EXPRESS,252.0,['2016-04-12'],
MIDWAY RENT A CAR,104.0,['2020-03-30'],
"MIDWESCO FILTER RESOURCES, INC.",147.0,['2016-05-05'],MU
"MIDWEST AUTOMOTIVE, INC. DBA MIDWEST KIA",27.0,['2020-03-24'],
MIDWEST ENERGY RESOURCES CO.,54.0,['2026-03-03'],
MIDWEST KIA,25.0,['2020-03-24'],
MIDWEST LAUNDRY,116.0,"['2022-04-11', '2022-09-08']",
MIDWEST MOUNTAINEERING,1040.0,"['2018-07-27', '2020-04-15', '2023-08-01', '2024-07-09', '2024-10-22', '2025-05-15', '2025-07-09', '2025-08-27', '2025-09-09', '2025-11-06']",
MIDWEST PERISHABLES INC.,209.0,"['2018-12-01', '2023-05-24', '2025-04-06']",
MIDWEST ROOFING,10.0,['2016-06-24'],
MIDWEST SPECIALIZED TRANSPORTATION 2022,57.0,['2022-06-01'],
MIDWEST TAPE LLC,186.0,"['2020-04-06', '2020-04-13']",
MIDWEST TRANSPORT INC.,5.0,['2024-10-01'],
MIDWESTONE BANK,981.0,"['2013-06-14', '2013-06-17', '2019-03-28']",
"MII BRAND IMPORT, LLC",42.0,['2020-07-29'],VRT
MII TECHNOLOGIES (AOUSC),57.0,['2024-08-06'],
MIKE CAMPBELL & ASSOCIATES,264.0,"['2011-07-06', '2011-09-18', '2013-09-10']",
"MIKE DITKA'S - CHICAGO, L.L.C.",70.0,['2020-06-01'],BCC
MIKE'S AMERICAN GRILL,174.0,['2020-03-20'],
MIKEN/RAWLINGS 2021,80.0,['2021-07-01'],
MIL LLC DBA MOTHER BURGER,104.0,"['2013-04-23', '2020-03-17']",
MILBERG LLP,32.0,['2015-09-29'],
"MILE HI SPECIALTY FOODS, INC.",211.0,"['2016-04-22', '2017-11-14']",MU
